SpikeFault;SpikePoint;ServeFault;ServePoint;ServeTotal;BlockPoint;BlockTotal;DigTotal;ReceptionFault;SpikeTotal;temperature_2m;precipitation;wind_speed_10m;rain;wind_gusts_10m;TeamFault_team;Team1;Team2
14;23;4;4;32;1;1;0;2;49;23.5;0.0;7.9;0.0;22.0;23.0;Tainá/Victoria;Scampoli/Bianchin
2;21;3;2;42;4;4;0;4;35;23.5;0.0;7.9;0.0;22.0;22.0;Scampoli/Bianchin;Tainá/Victoria
4;24;2;1;41;4;4;0;0;42;22.4;0.0;7.5;0.0;33.1;26.0;Taiana Lima/Hegeile;Ittlinger/Schneider
10;24;5;1;33;2;2;0;0;50;22.4;0.0;7.5;0.0;33.1;27.0;Ittlinger/Schneider;Taiana Lima/Hegeile
9;30;5;1;49;0;0;0;0;49;23.5;0.0;7.9;0.0;22.0;31.0;Richard/Placette;Borger/Sude
10;34;8;0;48;0;0;0;0;59;23.5;0.0;7.9;0.0;22.0;34.0;Borger/Sude;Richard/Placette
7;17;5;1;30;6;6;0;0;42;22.9;0.0;13.6;0.0;33.8;31.0;Elize Maia/Thamela;Kolinske/Hughes
9;26;1;0;41;2;2;0;0;42;22.9;0.0;13.6;0.0;33.8;18.0;Kolinske/Hughes;Elize Maia/Thamela
6;14;6;2;41;5;5;0;3;43;23.5;0.0;7.9;0.0;22.0;17.0;Schützenhöfer/Plesiutschnig;van Driel, E./Ypma
12;20;11;3;37;4;4;0;2;52;23.5;0.0;7.9;0.0;22.0;17.0;van Driel, E./Ypma;Schützenhöfer/Plesiutschnig
5;18;4;2;41;8;8;0;0;43;22.9;0.0;13.6;0.0;33.8;19.0;Barbara/Carol;Brandie/Bukovec
15;20;6;0;32;4;4;0;2;54;22.9;0.0;13.6;0.0;33.8;22.0;Brandie/Bukovec;Barbara/Carol
9;24;5;2;47;2;2;0;0;59;23.5;0.0;7.9;0.0;22.0;41.0;Rivas Zapata/Chris;Cannon/Sponcil
6;35;11;5;54;3;3;0;0;65;23.5;0.0;7.9;0.0;22.0;29.0;Cannon/Sponcil;Rivas Zapata/Chris
9;20;3;1;32;1;1;0;2;57;18.4;0.0;8.1;0.0;25.9;28.0;Schützenhöfer/Plesiutschnig;Borger/Sude
6;27;3;2;41;3;3;0;1;54;18.4;0.0;8.1;0.0;25.9;21.0;Borger/Sude;Schützenhöfer/Plesiutschnig
10;51;6;2;75;3;3;0;0;111;18.4;0.0;8.1;0.0;25.9;25.0;Cannon/Sponcil;Nuss/Brasher
12;38;3;12;60;2;2;0;1;77;21.2;0.0;10.2;0.0;28.1;40.0;Andressa/Vitoria;Nuss/Brasher
7;34;0;1;51;7;7;0;12;68;21.2;0.0;10.2;0.0;28.1;36.0;Nuss/Brasher;Andressa/Vitoria
11;19;4;1;28;2;2;0;2;46;21.2;0.0;10.2;0.0;28.1;24.0;Elize Maia/Thamela;Ittlinger/Schneider
4;23;4;2;41;4;4;0;1;43;21.2;0.0;10.2;0.0;28.1;17.0;Ittlinger/Schneider;Elize Maia/Thamela
6;25;5;1;40;1;1;0;0;42;21.2;0.0;10.2;0.0;28.1;27.0;Stam/Schoon;Hüberli/Brunner
12;27;4;0;40;1;1;0;0;49;21.2;0.0;10.2;0.0;28.1;26.0;Hüberli/Brunner;Stam/Schoon
6;31;6;6;53;5;5;0;1;57;21.2;0.0;10.2;0.0;28.1;35.0;Taiana Lima/Hegeile;Fendrick/Stockman
9;33;6;3;48;3;3;0;4;62;21.2;0.0;10.2;0.0;28.1;34.0;Fendrick/Stockman;Taiana Lima/Hegeile
4;20;4;1;28;1;1;0;0;59;22.5;0.0;8.0;0.0;27.0;34.0;Scampoli/Bianchin;Kolinske/Hughes
2;28;1;0;40;2;2;0;0;55;22.5;0.0;8.0;0.0;27.0;23.0;Kolinske/Hughes;Scampoli/Bianchin
2;21;2;5;41;4;4;0;0;38;22.5;0.0;8.0;0.0;27.0;20.0;Barbara/Carol;Laboureur/Schulz
13;18;3;1;25;1;1;0;0;47;22.5;0.0;8.0;0.0;27.0;26.0;Laboureur/Schulz;Barbara/Carol
12;43;6;0;62;5;5;0;0;81;23.7;0.0;7.0;0.0;22.7;43.0;Brandie/Bukovec;Ishii/Mizoe
14;37;6;0;56;1;1;0;0;69;23.7;0.0;7.0;0.0;22.7;37.0;Ishii/Mizoe;Brandie/Bukovec
9;23;3;2;36;1;1;0;4;50;23.7;0.0;7.0;0.0;22.7;24.0;Talita/Rebecca;Borger/Sude
4;24;6;4;42;6;6;0;2;52;23.7;0.0;7.0;0.0;22.7;26.0;Borger/Sude;Talita/Rebecca
5;34;5;3;53;3;3;0;0;64;20.8;0.0;14.7;0.0;36.4;39.0;Andressa/Vitoria;Ittlinger/Schneider
9;34;5;2;52;1;1;0;0;66;20.8;0.0;14.7;0.0;36.4;42.0;Ittlinger/Schneider;Andressa/Vitoria
10;17;5;2;30;3;3;0;0;43;20.8;0.0;14.7;0.0;36.4;20.0;Taiana Lima/Hegeile;Stam/Schoon
5;23;4;3;41;5;5;0;0;37;20.8;0.0;14.7;0.0;36.4;27.0;Stam/Schoon;Taiana Lima/Hegeile
8;40;3;1;48;2;2;0;2;75;19.5;0.0;14.5;0.0;36.7;30.0;Barbara/Carol;Kolinske/Hughes
6;40;2;5;57;2;2;0;0;71;19.5;0.0;14.5;0.0;36.7;43.0;Kolinske/Hughes;Barbara/Carol
10;25;3;0;44;4;4;0;1;62;19.5;0.0;14.5;0.0;36.7;25.0;Brandie/Bukovec;Borger/Sude
11;31;7;1;47;5;5;0;0;70;19.5;0.0;14.5;0.0;36.7;10.0;Borger/Sude;Brandie/Bukovec
11;15;5;1;28;1;1;0;3;36;22.1;0.0;8.1;0.0;22.3;23.0;Andressa/Vitoria;Stam/Schoon
3;20;7;4;40;2;2;0;1;32;22.1;0.0;8.1;0.0;22.3;15.0;Stam/Schoon;Andressa/Vitoria
8;23;5;4;38;0;0;0;2;44;21.2;0.0;6.5;0.0;20.5;27.0;Borger/Sude;Kolinske/Hughes
6;27;1;2;41;2;3;0;3;46;21.2;0.0;6.5;0.0;20.5;27.0;Kolinske/Hughes;Borger/Sude
5;21;3;3;42;1;1;0;0;37;22.2;0.0;8.9;0.0;23.0;20.0;Andressa/Vitoria;Borger/Sude
15;19;3;1;28;1;1;0;0;43;22.2;0.0;8.9;0.0;23.0;24.0;Borger/Sude;Andressa/Vitoria
6;23;7;5;37;2;2;0;1;51;21.4;0.0;8.4;0.0;23.8;28.0;Stam/Schoon;Kolinske/Hughes
7;24;1;1;41;3;3;0;5;43;21.4;0.0;8.4;0.0;23.8;23.0;Kolinske/Hughes;Stam/Schoon
4;23;4;3;41;4;4;0;2;43;22.6;0.0;7.2;0.0;25.9;26.0;George/Andre;Semerad/Sepka
7;21;6;2;32;2;2;0;3;48;22.6;0.0;7.2;0.0;25.9;21.0;Semerad/Sepka;George/Andre
10;18;6;2;34;3;3;0;2;38;22.6;0.0;7.2;0.0;25.9;19.0;Nõlvak/Tiisaar;Nicolai/Cottafava
4;21;8;3;40;3;3;0;1;33;22.6;0.0;7.2;0.0;25.9;20.0;Nicolai/Cottafava;Nõlvak/Tiisaar
11;22;2;3;38;0;0;0;0;46;22.6;0.0;7.2;0.0;25.9;29.0;Arthur/Adrielson;Bryl/Łosiak
10;24;2;5;41;0;0;0;0;44;22.6;0.0;7.2;0.0;25.9;25.0;Bryl/Łosiak;Arthur/Adrielson
6;22;6;1;41;5;5;0;0;43;22.6;0.0;7.2;0.0;25.9;23.0;Aravena/Droguett;Krattiger/Breer
13;23;6;1;39;3;3;0;0;50;22.6;0.0;7.2;0.0;25.9;26.0;Krattiger/Breer;Aravena/Droguett
5;24;2;0;32;3;3;0;1;51;21.4;0.0;9.3;0.0;29.2;24.0;Perusic/Schweiner;Krou/Gauthier-Rat
3;24;2;1;32;2;2;0;0;49;21.4;0.0;9.3;0.0;29.2;23.0;Krou/Gauthier-Rat;Perusic/Schweiner
8;26;4;4;53;5;5;0;4;50;21.4;0.0;9.3;0.0;29.2;36.0;Evandro/Álvaro Filho;Ehlers/Wickler
13;32;8;6;53;6;6;0;1;60;21.4;0.0;9.3;0.0;29.2;32.0;Ehlers/Wickler;Evandro/Álvaro Filho
14;30;4;1;48;3;3;0;0;56;21.4;0.0;9.3;0.0;29.2;38.0;Alison/Guto;Luini/Penninga
9;37;7;1;55;4;4;0;0;56;21.4;0.0;9.3;0.0;29.2;31.0;Luini/Penninga;Alison/Guto
10;34;17;7;69;3;3;0;2;57;21.4;0.0;9.3;0.0;29.2;21.0;Pristauz/Ermacora;Seidl, R./Waller
10;23;7;1;38;6;6;0;0;48;23.3;0.0;4.4;0.0;21.2;24.0;Capogrosso N./Capogrosso T.;Renato/Vitor Felipe
9;28;4;0;44;6;6;0;0;45;23.3;0.0;4.4;0.0;21.2;28.0;Renato/Vitor Felipe;Capogrosso N./Capogrosso T.
11;18;6;1;31;3;3;0;0;45;23.3;0.0;4.4;0.0;21.2;21.0;Sarabia/Virgen;Schalk/Brunner
7;21;5;3;41;3;3;0;1;38;23.3;0.0;4.4;0.0;21.2;14.0;Schalk/Brunner;Sarabia/Virgen
4;28;5;1;43;4;4;0;0;42;23.3;0.0;4.4;0.0;21.2;32.0;Grimalt M./Grimalt E.;Lupo/Ranghieri
6;28;4;0;37;3;3;0;1;45;23.3;0.0;4.4;0.0;21.2;28.0;Lupo/Ranghieri;Grimalt M./Grimalt E.
11;24;5;1;45;5;5;0;0;58;23.3;0.0;4.4;0.0;21.2;38.0;Bruno Schmidt/Saymon;Varenhorst/van de Velde
7;32;9;0;53;5;5;0;0;60;23.3;0.0;4.4;0.0;21.2;28.0;Varenhorst/van de Velde;Bruno Schmidt/Saymon
9;42;15;2;65;3;3;0;3;73;18.4;0.0;11.4;0.0;38.9;35.0;George/Andre;Nicolai/Cottafava
9;33;11;3;62;3;3;0;2;63;18.4;0.0;11.4;0.0;38.9;42.0;Nicolai/Cottafava;George/Andre
9;15;7;0;22;1;1;0;6;39;20.9;0.0;11.4;0.0;28.8;20.0;Semerad/Sepka;Nõlvak/Tiisaar
2;19;2;7;40;4;4;0;0;31;20.9;0.0;11.4;0.0;28.8;16.0;Nõlvak/Tiisaar;Semerad/Sepka
8;18;8;0;38;4;4;0;0;35;18.4;0.0;11.4;0.0;38.9;27.0;Aravena/Droguett;Bryl/Łosiak
8;24;11;1;42;6;6;0;0;38;18.4;0.0;11.4;0.0;38.9;18.0;Bryl/Łosiak;Aravena/Droguett
9;25;1;0;38;0;0;0;0;46;20.9;0.0;11.4;0.0;28.8;32.0;Arthur/Adrielson;Krattiger/Breer
6;28;6;4;41;0;0;0;0;46;20.9;0.0;11.4;0.0;28.8;25.0;Krattiger/Breer;Arthur/Adrielson
7;34;9;3;56;6;6;0;0;61;19.4;0.0;15.4;0.0;39.2;36.0;Evandro/Álvaro Filho;Krou/Gauthier-Rat
13;33;6;2;53;0;0;0;0;66;19.4;0.0;15.4;0.0;39.2;34.0;Krou/Gauthier-Rat;Evandro/Álvaro Filho
5;28;8;2;49;5;5;0;2;43;20.9;0.0;11.4;0.0;28.8;30.0;Perusic/Schweiner;Ehlers/Wickler
6;31;14;4;49;3;3;0;0;50;20.9;0.0;11.4;0.0;28.8;33.0;Ehlers/Wickler;Perusic/Schweiner
3;21;6;2;41;5;5;0;2;27;18.4;0.0;11.4;0.0;38.9;22.0;Pristauz/Ermacora;Luini/Penninga
8;17;10;2;31;0;0;0;2;36;18.4;0.0;11.4;0.0;38.9;19.0;Luini/Penninga;Pristauz/Ermacora
5;25;7;1;44;6;6;0;2;51;20.9;0.0;11.4;0.0;28.8;23.0;Seidl, R./Waller;Alison/Guto
10;21;4;2;38;2;2;0;1;49;20.9;0.0;11.4;0.0;28.8;30.0;Alison/Guto;Seidl, R./Waller
9;21;9;3;34;3;3;0;0;48;17.7;0.0;7.6;0.0;32.0;24.0;Renato/Vitor Felipe;Schalk/Brunner
4;22;4;2;40;4;4;0;0;36;17.7;0.0;7.6;0.0;32.0;24.0;Schalk/Brunner;Renato/Vitor Felipe
7;25;7;2;42;7;7;0;0;47;19.4;0.0;15.4;0.0;39.2;13.0;Capogrosso N./Capogrosso T.;Sarabia/Virgen
10;21;3;0;38;3;3;0;2;43;19.4;0.0;15.4;0.0;39.2;11.0;Sarabia/Virgen;Capogrosso N./Capogrosso T.
3;25;4;2;41;1;1;0;0;44;17.7;0.0;7.6;0.0;32.0;30.0;Grimalt M./Grimalt E.;Varenhorst/van de Velde
5;29;10;1;38;0;0;0;0;48;17.7;0.0;7.6;0.0;32.0;27.0;Varenhorst/van de Velde;Grimalt M./Grimalt E.
7;21;5;0;34;0;0;0;0;41;19.4;0.0;15.4;0.0;39.2;30.0;Bruno Schmidt/Saymon;Lupo/Ranghieri
6;28;6;2;41;0;0;0;0;43;19.4;0.0;15.4;0.0;39.2;21.0;Lupo/Ranghieri;Bruno Schmidt/Saymon
4;28;3;1;41;2;2;0;0;45;17.4;0.0;6.9;0.0;27.4;30.0;Perusic/Schweiner;Krattiger/Breer
9;21;3;1;30;3;3;0;0;43;17.4;0.0;6.9;0.0;27.4;22.0;Krattiger/Breer;Perusic/Schweiner
9;31;7;3;49;1;1;0;0;56;17.4;0.0;6.9;0.0;27.4;37.0;Capogrosso N./Capogrosso T.;Seidl, R./Waller
7;36;7;1;52;6;6;0;0;55;17.4;0.0;6.9;0.0;27.4;34.0;Seidl, R./Waller;Capogrosso N./Capogrosso T.
9;35;7;3;54;3;3;0;2;60;22.5;0.0;8.0;0.0;27.0;10.0;Perusic/Schweiner;Bryl/Łosiak
6;36;7;5;59;4;4;0;3;56;22.5;0.0;8.0;0.0;27.0;30.0;Bryl/Łosiak;Perusic/Schweiner
5;37;8;2;50;2;2;0;0;61;22.5;0.0;8.0;0.0;27.0;42.0;Aravena/Droguett;Krou/Gauthier-Rat
7;38;2;3;54;3;3;0;0;61;22.5;0.0;8.0;0.0;27.0;40.0;Krou/Gauthier-Rat;Aravena/Droguett
12;34;5;1;56;6;6;0;0;57;23.7;0.0;7.0;0.0;22.7;35.0;Pristauz/Ermacora;Renato/Vitor Felipe
12;37;9;0;55;7;7;0;0;58;23.7;0.0;7.0;0.0;22.7;38.0;Renato/Vitor Felipe;Pristauz/Ermacora
8;30;7;2;52;5;5;0;4;57;23.7;0.0;7.0;0.0;22.7;30.0;Evandro/Álvaro Filho;Nõlvak/Tiisaar
15;33;5;5;55;6;6;0;2;63;23.7;0.0;7.0;0.0;22.7;35.0;Nõlvak/Tiisaar;Evandro/Álvaro Filho
7;28;6;2;43;2;2;0;0;67;23.8;0.0;7.8;0.0;21.6;33.0;Lupo/Ranghieri;Schalk/Brunner
5;30;4;0;45;3;3;0;0;64;23.8;0.0;7.8;0.0;21.6;26.0;Schalk/Brunner;Lupo/Ranghieri
12;37;2;1;50;3;3;0;0;63;23.8;0.0;7.8;0.0;21.6;38.0;Grimalt M./Grimalt E.;Luini/Penninga
8;39;3;2;54;9;9;0;0;64;23.8;0.0;7.8;0.0;21.6;41.0;Luini/Penninga;Grimalt M./Grimalt E.
11;26;11;3;54;8;8;0;4;48;23.8;0.0;7.8;0.0;21.6;25.0;Nicolai/Cottafava;Varenhorst/van de Velde
14;24;12;4;52;6;6;0;3;51;23.8;0.0;7.8;0.0;21.6;26.0;Varenhorst/van de Velde;Nicolai/Cottafava
9;22;2;2;37;2;2;0;0;44;23.8;0.0;7.8;0.0;21.6;24.0;Seidl, R./Waller;George/Andre
8;26;4;4;41;5;5;0;0;45;23.8;0.0;7.8;0.0;21.6;31.0;George/Andre;Seidl, R./Waller
5;32;4;2;41;1;1;0;0;42;19.7;0.0;12.9;0.0;35.6;34.0;Perusic/Schweiner;Krou/Gauthier-Rat
5;24;3;0;34;2;2;0;0;40;19.7;0.0;12.9;0.0;35.6;24.0;Krou/Gauthier-Rat;Perusic/Schweiner
11;17;5;1;28;1;1;0;0;44;19.7;0.0;12.9;0.0;35.6;18.0;Pristauz/Ermacora;Nõlvak/Tiisaar
5;25;4;1;41;7;7;0;0;41;19.7;0.0;12.9;0.0;35.6;26.0;Nõlvak/Tiisaar;Pristauz/Ermacora
6;25;6;5;41;5;5;0;0;41;19.4;0.0;15.3;0.0;39.2;27.0;Luini/Penninga;Schalk/Brunner
6;18;4;0;34;2;2;0;5;39;19.4;0.0;15.3;0.0;39.2;21.0;Schalk/Brunner;Luini/Penninga
7;32;3;1;43;3;3;0;0;52;19.4;0.0;15.3;0.0;39.2;24.0;George/Andre;Nicolai/Cottafava
4;27;4;2;40;5;5;0;0;49;19.4;0.0;15.3;0.0;39.2;33.0;Nicolai/Cottafava;George/Andre
7;35;3;0;47;5;12;0;1;59;22.0;0.3;8.9;0.3;25.6;26.0;Perusic/Schweiner;Nõlvak/Tiisaar
7;28;5;1;40;4;12;0;0;58;22.0;0.3;8.9;0.3;25.6;34.0;Nõlvak/Tiisaar;Perusic/Schweiner
5;30;4;0;42;6;15;0;1;45;22.1;0.1;8.2;0.1;24.1;6.0;George/Andre;Luini/Penninga
8;27;3;1;39;3;5;0;0;54;22.1;0.1;8.2;0.1;24.1;5.0;Luini/Penninga;George/Andre
7;35;6;2;55;2;2;0;0;61;18.9;0.0;6.7;0.0;19.8;34.0;George/Andre;Perusic/Schweiner
12;33;6;1;47;3;3;0;0;57;18.9;0.0;6.7;0.0;19.8;37.0;Perusic/Schweiner;George/Andre
11;40;11;5;60;2;2;0;2;72;20.9;0.0;25.4;0.0;45.0;42.0;Renato/Vitor Felipe;Perusic/Schweiner
6;33;6;2;56;7;7;0;5;62;20.9;0.0;25.4;0.0;45.0;33.0;Perusic/Schweiner;Renato/Vitor Felipe
9;24;5;4;41;6;6;0;0;39;20.9;0.0;25.4;0.0;45.0;25.0;Herrera/Gavira;Carambula/Rossi
11;15;2;0;30;2;2;0;4;35;20.9;0.0;25.4;0.0;45.0;15.0;Carambula/Rossi;Herrera/Gavira
5;30;5;4;47;4;4;0;0;53;18.7;0.6;22.1;0.6;40.3;36.0;Alison/Guto;Cherif/Ahmed
7;32;5;1;44;3;3;0;0;56;18.7;0.6;22.1;0.6;40.3;33.0;Cherif/Ahmed;Alison/Guto
9;42;7;1;52;1;1;0;3;72;18.7;0.6;22.1;0.6;40.3;37.0;Nõlvak/Tiisaar;Bourne/Crabb Tr.
4;37;4;3;55;5;5;0;1;68;18.7;0.6;22.1;0.6;40.3;42.0;Bourne/Crabb Tr.;Nõlvak/Tiisaar
8;38;8;2;53;6;6;0;2;65;19.6;0.1;22.5;0.1;41.4;31.0;Brouwer/Meeuwsen;Schalk/Brunner
10;30;3;2;49;4;4;0;2;57;19.6;0.1;22.5;0.1;41.4;38.0;Schalk/Brunner;Brouwer/Meeuwsen
14;19;7;1;32;3;3;0;1;42;19.6;0.1;22.5;0.1;41.4;20.0;Seidl, R./Waller;Mol, A./Sørum, C.
5;19;5;2;41;6;6;0;0;35;19.6;0.1;22.5;0.1;41.4;21.0;Mol, A./Sørum, C.;Seidl, R./Waller
4;27;5;3;41;6;6;0;3;38;20.9;0.0;25.4;0.0;45.0;27.0;Andre/George;Sepka/Semerad
9;23;3;3;36;1;1;0;3;43;20.9;0.0;25.4;0.0;45.0;23.0;Sepka/Semerad;Andre/George
11;31;10;6;55;3;3;0;0;64;20.9;0.0;25.4;0.0;45.0;32.0;Nicolai/Cottafava;Bryl/Łosiak
8;39;9;0;62;3;3;0;6;56;20.9;0.0;25.4;0.0;45.0;41.0;Bryl/Łosiak;Nicolai/Cottafava
7;43;10;4;60;2;2;0;0;76;20.3;0.0;29.3;0.0;51.1;41.0;Perusic/Schweiner;Carambula/Rossi
4;39;10;1;59;4;4;0;0;66;20.3;0.0;29.3;0.0;51.1;47.0;Carambula/Rossi;Perusic/Schweiner
8;23;4;2;36;1;1;0;3;45;20.3;0.0;29.3;0.0;51.1;27.0;Renato/Vitor Felipe;Herrera/Gavira
2;27;6;3;40;4;4;0;2;39;20.3;0.0;29.3;0.0;51.1;24.0;Herrera/Gavira;Renato/Vitor Felipe
11;21;4;1;31;3;3;0;1;42;19.6;0.0;17.7;0.0;39.2;26.0;Nõlvak/Tiisaar;Cherif/Ahmed
4;24;4;1;41;10;10;0;1;36;19.6;0.0;17.7;0.0;39.2;21.0;Cherif/Ahmed;Nõlvak/Tiisaar
1;24;6;3;41;4;4;0;1;39;19.6;0.0;17.7;0.0;39.2;26.0;Alison/Guto;Bourne/Crabb Tr.
9;21;4;1;30;0;0;0;3;49;19.6;0.0;17.7;0.0;39.2;21.0;Bourne/Crabb Tr.;Alison/Guto
10;36;8;4;52;2;2;0;6;55;18.9;0.0;13.4;0.0;29.9;36.0;Brouwer/Meeuwsen;Mol, A./Sørum, C.
6;34;6;6;58;7;7;0;4;50;18.9;0.0;13.4;0.0;29.9;34.0;Mol, A./Sørum, C.;Brouwer/Meeuwsen
10;37;5;6;54;2;2;0;1;60;18.9;0.0;13.4;0.0;29.9;38.0;Seidl, R./Waller;Schalk/Brunner
4;31;7;1;48;5;5;0;6;55;18.9;0.0;13.4;0.0;29.9;31.0;Schalk/Brunner;Seidl, R./Waller
13;14;4;2;37;7;7;0;2;39;20.9;0.0;31.6;0.0;55.4;14.0;Andre/George;Bryl/Łosiak
11;25;9;2;43;6;6;0;2;43;20.9;0.0;31.6;0.0;55.4;25.0;Bryl/Łosiak;Andre/George
9;24;6;4;34;1;1;0;1;48;20.9;0.0;31.6;0.0;55.4;28.0;Sepka/Semerad;Nicolai/Cottafava
2;22;3;5;41;5;5;0;0;34;20.9;0.0;31.6;0.0;55.4;26.0;Nicolai/Cottafava;Sepka/Semerad
11;19;7;2;30;1;1;0;0;50;13.3;0.4;1.0;0.4;13.0;24.0;Renato/Vitor Felipe;Carambula/Rossi
4;22;2;1;41;4;4;0;2;37;13.3;0.4;1.0;0.4;13.0;21.0;Carambula/Rossi;Renato/Vitor Felipe
3;30;4;3;41;2;2;0;1;36;13.3;0.4;1.0;0.4;13.0;21.0;Perusic/Schweiner;Herrera/Gavira
6;20;3;1;30;0;0;0;3;36;13.3;0.4;1.0;0.4;13.0;30.0;Herrera/Gavira;Perusic/Schweiner
5;24;5;1;41;8;8;0;0;45;18.0;0.8;20.6;0.8;55.4;27.0;Alison/Guto;Nõlvak/Tiisaar
12;19;2;0;30;3;3;0;1;57;18.0;0.8;20.6;0.8;55.4;19.0;Nõlvak/Tiisaar;Alison/Guto
16;41;4;1;55;4;4;0;2;71;18.0;0.8;20.6;0.8;55.4;42.0;Cherif/Ahmed;Bourne/Crabb Tr.
7;33;5;2;56;12;12;0;1;64;18.0;0.8;20.6;0.8;55.4;34.0;Bourne/Crabb Tr.;Cherif/Ahmed
6;28;5;3;41;7;7;0;1;42;18.0;0.8;20.6;0.8;55.4;20.0;Mol, A./Sørum, C.;Schalk/Brunner
9;20;2;1;33;3;3;0;3;40;18.0;0.8;20.6;0.8;55.4;28.0;Schalk/Brunner;Mol, A./Sørum, C.
7;18;6;0;33;4;4;0;1;39;18.0;0.8;20.6;0.8;55.4;19.0;Seidl, R./Waller;Brouwer/Meeuwsen
5;28;8;1;41;2;2;0;0;36;18.0;0.8;20.6;0.8;55.4;28.0;Brouwer/Meeuwsen;Seidl, R./Waller
5;27;10;0;39;4;4;0;3;38;13.2;0.6;7.6;0.6;13.0;24.0;Sepka/Semerad;Bryl/Łosiak
5;24;5;3;41;2;2;0;0;36;13.2;0.6;7.6;0.6;13.0;28.0;Bryl/Łosiak;Sepka/Semerad
5;20;3;0;41;3;3;0;0;38;13.2;0.6;7.6;0.6;13.0;22.0;Andre/George;Nicolai/Cottafava
11;24;9;0;34;3;3;0;0;53;13.2;0.6;7.6;0.6;13.0;25.0;Nicolai/Cottafava;Andre/George
6;37;4;3;51;1;1;0;0;54;15.0;0.0;18.4;0.0;46.8;42.0;Perusic/Schweiner;Cherif/Ahmed
3;39;8;2;53;4;4;0;1;53;15.0;0.0;18.4;0.0;46.8;40.0;Cherif/Ahmed;Perusic/Schweiner
12;35;7;4;52;4;4;0;3;59;15.0;0.0;18.4;0.0;46.8;31.0;Herrera/Gavira;Bryl/Łosiak
8;31;6;3;54;7;7;0;4;49;15.0;0.0;18.4;0.0;46.8;35.0;Bryl/Łosiak;Herrera/Gavira
10;25;6;1;32;1;1;0;1;51;16.2;0.0;23.4;0.0;45.4;25.0;Andre/George;Mol, A./Sørum, C.
2;24;3;1;41;6;6;0;1;40;16.2;0.0;23.4;0.0;45.4;25.0;Mol, A./Sørum, C.;Andre/George
5;24;7;3;43;4;4;0;0;42;16.2;0.0;23.4;0.0;45.4;34.0;Alison/Guto;Brouwer/Meeuwsen
8;33;7;1;45;2;2;0;0;46;16.2;0.0;23.4;0.0;45.4;27.0;Brouwer/Meeuwsen;Alison/Guto
7;36;8;2;56;3;3;0;1;56;14.2;0.0;9.0;0.0;24.8;37.0;Perusic/Schweiner;Herrera/Gavira
9;36;10;1;54;4;4;0;2;58;14.2;0.0;9.0;0.0;24.8;36.0;Herrera/Gavira;Perusic/Schweiner
7;23;9;4;36;0;0;0;4;40;14.7;0.0;13.6;0.0;33.1;24.0;Brouwer/Meeuwsen;Mol, A./Sørum, C.
2;22;5;4;41;6;6;0;4;35;14.7;0.0;13.6;0.0;33.1;22.0;Mol, A./Sørum, C.;Brouwer/Meeuwsen
7;23;6;1;43;1;1;0;1;39;16.0;0.0;1.1;0.0;13.3;24.0;Herrera/Gavira;Brouwer/Meeuwsen
6;32;11;1;45;2;2;0;1;39;16.0;0.0;1.1;0.0;13.3;32.0;Brouwer/Meeuwsen;Herrera/Gavira
10;43;10;2;56;4;4;0;0;70;14.9;0.0;1.5;0.0;10.4;44.0;Perusic/Schweiner;Mol, A./Sørum, C.
5;32;4;0;52;6;6;0;2;61;14.9;0.0;1.5;0.0;10.4;33.0;Mol, A./Sørum, C.;Perusic/Schweiner
9;15;2;3;28;2;2;0;0;43;16.4;0.0;20.4;0.0;37.1;31.0;Andressa/Vitoria;Stam/Schoon
6;28;2;3;40;0;0;0;0;42;16.4;0.0;20.4;0.0;37.1;18.0;Stam/Schoon;Andressa/Vitoria
7;41;4;4;54;4;4;0;5;71;16.4;0.0;20.4;0.0;37.1;42.0;Barbara/Carol;Wojtasik/Kociolek
6;28;3;5;47;0;0;0;4;65;16.4;0.0;20.4;0.0;37.1;30.0;Wojtasik/Kociolek;Barbara/Carol
4;22;4;2;39;2;2;0;1;38;19.6;0.1;22.5;0.1;41.4;33.0;Clancy/Mariafe;Anastasija/Tina
9;29;4;5;40;2;2;0;0;51;19.6;0.1;22.5;0.1;41.4;24.0;Anastasija/Tina;Clancy/Mariafe
5;27;1;5;40;3;3;0;1;41;19.6;0.1;22.5;0.1;41.4;28.0;Duda/Ana Patrícia;Cannon/Sponcil
6;21;3;1;30;2;2;0;5;40;19.6;0.1;22.5;0.1;41.4;21.0;Cannon/Sponcil;Duda/Ana Patrícia
8;39;6;4;54;1;1;0;1;68;20.1;0.0;22.8;0.0;41.4;41.0;Mäder/Anouk;Kolinske/Hughes
4;37;5;3;55;3;3;0;1;56;20.1;0.0;22.8;0.0;41.4;43.0;Kolinske/Hughes;Mäder/Anouk
9;31;7;4;53;3;3;0;5;66;20.1;0.0;22.8;0.0;41.4;33.0;Pavan/Melissa;Müller/Tillmann
11;33;6;5;54;3;3;0;4;75;20.1;0.0;22.8;0.0;41.4;32.0;Müller/Tillmann;Pavan/Melissa
4;30;4;3;41;4;4;0;0;38;18.0;0.0;20.9;0.0;39.2;32.0;Talita/Rebecca;Hermannova/Stochlova
4;24;5;1;34;1;1;0;1;38;18.0;0.0;20.9;0.0;39.2;25.0;Hermannova/Stochlova;Talita/Rebecca
