SpikeFault;SpikePoint;ServeFault;ServePoint;ServeTotal;BlockPoint;BlockTotal;DigTotal;ReceptionFault;SpikeTotal;temperature_2m;precipitation;wind_speed_10m;rain;wind_gusts_10m;TeamFault_team;Team1;Team2
1;27;5;4;44;7;16;22;3;41;25.1;0.0;34.0;0.0;43.2;14.0;Gottardi/Menegatti;Talita/Thamela
7;31;4;3;54;6;17;29;1;65;25.1;0.0;34.0;0.0;43.2;28.0;Tainá/Victoria;Esmée/Zoé
10;42;8;1;56;0;4;43;3;75;25.1;0.0;34.0;0.0;43.2;23.0;Esmée/Zoé;Tainá/Victoria
3;25;9;3;43;7;15;21;3;48;24.5;0.0;28.5;0.0;44.6;17.0;Andressa/Vitoria;Sliwka/Wachowicz
12;22;3;3;38;1;4;29;3;47;24.5;0.0;28.5;0.0;44.6;15.0;Sliwka/Wachowicz;Andressa/Vitoria
15;36;9;7;58;4;14;42;2;84;24.0;0.0;10.8;0.0;15.1;22.0;Gottardi/Menegatti;Paulikiene/Raupelyte
11;28;5;2;61;8;18;42;7;68;24.0;0.0;10.8;0.0;15.1;18.0;Paulikiene/Raupelyte;Gottardi/Menegatti
20;52;8;3;84;10;23;67;3;127;24.1;0.0;12.5;0.0;16.9;17.0;Andressa/Vitoria;Tainá/Victoria
8;42;3;2;56;2;9;41;2;74;24.0;0.0;13.5;0.0;19.4;18.0;Andressa/Vitoria;Paulikiene/Raupelyte
8;29;2;2;41;3;11;27;2;60;24.0;0.0;13.5;0.0;19.4;32.0;Paulikiene/Raupelyte;Andressa/Vitoria
11;33;6;3;56;2;11;33;3;68;24.3;0.0;9.4;0.0;15.8;21.0;Tainá/Victoria;Gottardi/Menegatti
6;38;7;3;57;3;10;38;3;67;24.3;0.0;9.4;0.0;15.8;26.0;Gottardi/Menegatti;Tainá/Victoria
7;37;9;3;54;5;26;20;1;54;25.6;0.0;13.8;0.0;18.4;18.0;Evandro/Arthur Lanci;Krattiger/Breer
9;32;5;1;50;4;20;18;3;53;25.6;0.0;13.8;0.0;18.4;11.0;Krattiger/Breer;Evandro/Arthur Lanci
9;21;9;1;30;2;4;10;0;45;25.6;0.0;13.8;0.0;18.4;24.0;Hörl/Horst;Métral/Haussener
4;24;3;0;41;5;8;17;1;37;25.6;0.0;13.8;0.0;18.4;21.0;Métral/Haussener;Hörl/Horst
6;26;7;2;53;6;22;11;1;47;25.6;0.0;13.8;0.0;18.4;20.0;Herrera/Gavira;Penninga/Luini
10;30;10;1;45;2;8;21;2;53;25.6;0.0;13.8;0.0;18.4;21.0;Penninga/Luini;Herrera/Gavira
11;32;9;4;54;1;15;12;2;55;25.6;0.0;13.8;0.0;18.4;28.0;Seidl, R./Pristauz;Saymon/Vinicius
8;29;9;2;54;2;4;18;0;49;25.6;0.0;13.8;0.0;18.4;15.0;Saymon/Vinicius;Seidl, R./Pristauz
9;27;4;1;43;6;16;18;0;53;25.6;0.0;13.8;0.0;18.4;18.0;Stankevicius/Knasas;Mol, H./Berntsen
13;25;2;0;40;0;11;16;1;54;25.6;0.0;13.8;0.0;18.4;15.0;Mol, H./Berntsen;Stankevicius/Knasas
8;25;2;0;35;3;14;13;1;46;25.6;0.0;13.8;0.0;18.4;19.0;Capogrosso N./Capogrosso T.;Kantor/Rudol
7;31;1;1;41;2;10;21;0;47;25.6;0.0;13.8;0.0;18.4;13.0;Kantor/Rudol;Capogrosso N./Capogrosso T.
12;35;12;1;54;3;10;19;4;55;25.6;0.0;13.8;0.0;18.4;17.0;McHugh/Burnett;van de Velde/Immers
8;28;8;4;56;6;16;18;1;49;25.6;0.0;13.8;0.0;18.4;16.0;van de Velde/Immers;McHugh/Burnett
12;48;8;4;66;1;10;23;2;77;25.6;0.0;13.8;0.0;18.4;42.0;Samoilovs/Smedins;Crabb Tr./Brunner
5;43;7;2;66;8;16;22;4;73;25.6;0.0;13.8;0.0;18.4;46.0;Crabb Tr./Brunner;Samoilovs/Smedins
13;35;10;0;51;3;9;23;4;60;25.7;0.0;15.1;0.0;18.7;21.0;Alison/Oscar;Lupo/Rossi
8;29;8;6;58;3;11;17;0;54;25.7;0.0;15.1;0.0;18.7;24.0;Lupo/Rossi;Alison/Oscar
22;69;12;1;103;8;17;48;1;132;25.7;0.0;15.1;0.0;18.7;36.0;Budinger/Evans;Partain/Benesh
14;25;6;2;46;6;13;17;2;66;25.7;0.0;15.1;0.0;18.7;22.0;Ermacora/Waller;Diaz/Alayo
11;32;6;2;53;3;15;24;1;57;25.7;0.0;15.1;0.0;18.7;17.0;Diaz/Alayo;Ermacora/Waller
8;27;4;2;40;3;10;27;2;47;25.7;0.0;15.1;0.0;18.7;14.0;Hodges/Schubert;Pedrosa/Campos
6;18;4;2;35;6;17;23;2;45;25.7;0.0;15.1;0.0;18.7;12.0;Pedrosa/Campos;Hodges/Schubert
7;31;7;3;41;1;10;21;1;44;25.5;0.0;7.9;0.0;9.7;22.0;Evandro/Arthur Lanci;Métral/Haussener
6;19;2;1;35;2;5;18;3;44;25.5;0.0;7.9;0.0;9.7;9.0;Métral/Haussener;Evandro/Arthur Lanci
10;25;6;4;46;2;4;17;4;49;25.6;0.0;7.4;0.0;9.0;28.0;Hörl/Horst;Krattiger/Breer
7;28;9;4;48;4;6;18;4;52;25.6;0.0;7.4;0.0;9.0;24.0;Krattiger/Breer;Hörl/Horst
6;27;10;2;41;0;8;19;4;47;25.5;0.0;7.9;0.0;9.7;19.0;Seidl, R./Pristauz;Herrera/Gavira
2;27;9;4;47;2;13;13;2;40;25.5;0.0;7.9;0.0;9.7;15.0;Herrera/Gavira;Seidl, R./Pristauz
10;36;6;0;57;3;13;26;3;60;25.6;0.0;7.4;0.0;9.0;19.0;Saymon/Vinicius;Penninga/Luini
9;37;9;3;57;4;14;17;0;61;25.6;0.0;7.4;0.0;9.0;27.0;Penninga/Luini;Saymon/Vinicius
9;36;1;8;54;1;13;29;0;61;25.6;0.0;7.4;0.0;9.0;25.0;Capogrosso N./Capogrosso T.;Mol, H./Berntsen
7;36;3;1;48;3;14;19;5;63;25.6;0.0;7.4;0.0;9.0;17.0;Mol, H./Berntsen;Capogrosso N./Capogrosso T.
6;25;6;5;41;1;9;15;1;38;25.1;0.0;11.0;0.0;13.7;19.0;van de Velde/Immers;Crabb Tr./Brunner
5;14;5;1;28;1;3;12;5;32;25.1;0.0;11.0;0.0;13.7;6.0;Crabb Tr./Brunner;van de Velde/Immers
6;31;3;0;41;2;3;14;1;45;25.6;0.0;7.4;0.0;9.0;29.0;McHugh/Burnett;Samoilovs/Smedins
8;26;2;1;37;2;4;12;0;42;25.6;0.0;7.4;0.0;9.0;26.0;Samoilovs/Smedins;McHugh/Burnett
16;18;3;0;23;1;6;20;0;47;25.6;0.0;7.4;0.0;9.0;11.0;Alison/Oscar;Partain/Benesh
1;23;2;0;41;7;10;23;0;38;25.6;0.0;7.4;0.0;9.0;13.0;Partain/Benesh;Alison/Oscar
9;35;7;1;50;5;8;13;4;58;25.1;0.0;11.0;0.0;13.7;28.0;Hodges/Schubert;Diaz/Alayo
13;28;2;4;49;4;6;17;1;54;25.1;0.0;11.0;0.0;13.7;33.0;Diaz/Alayo;Hodges/Schubert
9;28;6;0;36;0;4;14;2;47;25.6;0.0;7.4;0.0;9.0;21.0;Ermacora/Waller;Pedrosa/Campos
2;23;5;4;41;1;8;19;0;39;25.6;0.0;7.4;0.0;9.0;13.0;Pedrosa/Campos;Ermacora/Waller
6;28;3;4;50;4;6;14;3;49;24.5;0.2;7.3;0.2;14.4;31.0;Hörl/Horst;Pedrosa/Campos
9;31;8;3;44;1;4;17;4;57;24.5;0.2;7.3;0.2;14.4;27.0;Pedrosa/Campos;Hörl/Horst
14;29;3;1;46;5;8;20;2;58;24.5;0.2;7.3;0.2;14.4;18.0;Capogrosso N./Capogrosso T.;Saymon/Vinicius
10;36;5;2;54;9;12;23;1;55;24.5;0.2;7.3;0.2;14.4;24.0;Saymon/Vinicius;Capogrosso N./Capogrosso T.
7;28;5;2;43;8;13;13;1;44;25.9;0.0;23.3;0.0;30.6;18.0;Hörl/Horst;Herrera/Gavira
12;25;2;3;41;3;11;11;2;45;25.9;0.0;23.3;0.0;30.6;17.0;Herrera/Gavira;Hörl/Horst
7;37;8;3;49;1;3;24;2;65;25.9;0.0;23.3;0.0;30.6;34.0;Métral/Haussener;Crabb Tr./Brunner
6;33;1;2;51;3;11;23;3;54;25.9;0.0;23.3;0.0;30.6;32.0;Crabb Tr./Brunner;Métral/Haussener
15;29;1;0;51;4;15;33;1;64;25.5;0.1;20.4;0.1;24.8;19.0;Diaz/Alayo;van de Velde/Immers
9;39;10;2;56;6;12;25;0;70;25.5;0.1;20.4;0.1;24.8;19.0;van de Velde/Immers;Diaz/Alayo
11;26;8;3;45;1;6;27;2;60;25.5;0.1;20.4;0.1;24.8;25.0;McHugh/Burnett;Budinger/Evans
4;30;11;2;52;5;15;26;3;56;25.5;0.1;20.4;0.1;24.8;30.0;Budinger/Evans;McHugh/Burnett
9;34;10;3;53;1;7;24;3;62;25.5;0.1;20.4;0.1;24.8;22.0;Hodges/Schubert;Partain/Benesh
10;32;5;3;55;7;22;17;3;57;25.5;0.1;20.4;0.1;24.8;23.0;Partain/Benesh;Hodges/Schubert
15;36;13;3;57;7;17;20;2;62;25.5;0.1;20.4;0.1;24.8;25.0;Seidl, R./Pristauz;Kantor/Rudol
11;27;5;2;57;5;16;15;2;49;25.5;0.1;20.4;0.1;24.8;16.0;Kantor/Rudol;Seidl, R./Pristauz
6;20;5;7;41;1;6;19;0;41;25.9;0.0;23.3;0.0;30.6;14.0;Lupo/Rossi;Stankevicius/Knasas
